job_id,role,company,company_type,city,state,degree,graduation_year,skills,primary_skill,experience_required,internship_experience,remote,work_type,salary_lpa,stipend_if_intern,selection_rounds,aptitude_test,coding_test,interview_count,offer_made
JOB_460,Business Analyst,Infosys,Product-Based,Pune,Tamil Nadu,BCA,2025,"AWS, Linux, SQL",Python,0,1,0,Full-Time,3.59,8000,5,0,1,2,1
JOB_461,Cloud Engineer,TCS,MNC,Pune,Tamil Nadu,M.Tech,2024,"Python, AWS, SQL",SQL,0,0,0,Internship,5.59,12000,4,1,1,1,0
JOB_462,Data Analyst,Infosys,MNC,Chennai,Uttar Pradesh,M.Tech,2025,"Java, Linux, Power BI",Linux,1,1,0,Full-Time,6.25,0,2,1,1,3,1
JOB_463,Web Developer,Infosys,Service-Based,Kolkata,Karnataka,BCA,2025,"Python, AWS, Java",Excel,0,0,0,Internship,6.73,10000,2,0,1,3,1
JOB_464,Cloud Engineer,Startup,Startup,Noida,West Bengal,BCA,2024,"SQL, Power BI, Linux",Python,0,1,1,Internship,7.92,10000,2,0,1,2,1
JOB_465,Web Developer,Deloitte,Startup,Delhi,Uttar Pradesh,B.Com,2023,"SQL, Power BI, Excel",Excel,0,1,1,Internship,7.81,15000,4,1,1,2,0
JOB_466,Software Engineer,Cognizant,Product-Based,Pune,Telangana,M.Tech,2025,"Excel, Java, Python",AWS,0,1,0,Full-Time,4.87,0,3,0,1,3,1
JOB_467,Cybersecurity Analyst,Deloitte,Service-Based,Pune,Delhi,B.Tech,2025,"Excel, Python, AWS",Excel,1,0,1,Full-Time,6.43,8000,2,1,0,1,0
JOB_468,Web Developer,TCS,Product-Based,Chennai,Delhi,MCA,2025,"Linux, Power BI, Machine Learning",Python,0,1,0,Full-Time,7.34,10000,5,0,0,3,1
JOB_469,Data Analyst,Startup,Startup,Pune,Delhi,BCA,2024,"AWS, SQL, Java",AWS,1,0,0,Full-Time,4.12,10000,5,0,0,2,1
JOB_470,Software Engineer,Startup,MNC,Kolkata,Telangana,MCA,2023,"SQL, Power BI, Python",AWS,1,1,0,Full-Time,7.82,10000,3,0,1,1,0
JOB_471,Web Developer,Cognizant,Service-Based,Delhi,Telangana,B.Tech,2025,"Power BI, Machine Learning, Excel",Power BI,0,1,1,Internship,3.06,15000,5,1,0,1,1
JOB_472,Data Analyst,Capgemini,Product-Based,Mumbai,Maharashtra,M.Tech,2024,"Power BI, SQL, Java",AWS,1,1,0,Internship,7.85,15000,4,0,0,1,0
JOB_473,Cybersecurity Analyst,Deloitte,Startup,Pune,Telangana,M.Tech,2023,"Power BI, Java, Python",Python,0,1,1,Full-Time,5.22,8000,4,0,1,2,0
JOB_474,Cloud Engineer,Deloitte,MNC,Kolkata,Telangana,B.Sc,2025,"Excel, Linux, AWS",SQL,0,0,0,Full-Time,9.46,10000,5,1,0,3,1
JOB_475,Software Engineer,Startup,Product-Based,Delhi,West Bengal,B.Tech,2024,"AWS, Java, SQL",SQL,1,1,1,Full-Time,5.64,8000,2,0,1,1,0
JOB_476,Web Developer,Cognizant,MNC,Mumbai,Karnataka,M.Tech,2024,"Linux, SQL, Excel",Python,0,1,0,Full-Time,7.96,12000,5,0,0,3,0
JOB_477,Cybersecurity Analyst,Wipro,Service-Based,Delhi,West Bengal,MCA,2023,"Python, Java, SQL",Power BI,1,0,0,Full-Time,5.37,12000,2,0,0,3,1
JOB_478,Data Scientist,Startup,Product-Based,Noida,Telangana,M.Tech,2025,"SQL, Java, Linux",Linux,1,0,1,Internship,9.32,12000,3,0,1,2,1
JOB_479,Data Analyst,Accenture,MNC,Kolkata,Maharashtra,B.Com,2023,"SQL, Excel, AWS",Power BI,0,0,1,Internship,7.85,8000,4,0,0,1,1
JOB_480,Cloud Engineer,Wipro,Startup,Chennai,Telangana,M.Tech,2023,"AWS, Linux, Excel",Power BI,0,1,1,Full-Time,7.62,0,4,1,0,1,1
JOB_481,Data Scientist,Infosys,Product-Based,Chennai,Maharashtra,B.Com,2024,"Machine Learning, Excel, Linux",Linux,0,0,1,Full-Time,9.78,15000,3,1,0,2,0
JOB_482,Data Scientist,Infosys,Startup,Hyderabad,Uttar Pradesh,BCA,2023,"Python, Power BI, Linux",Python,1,1,1,Internship,10.17,15000,4,1,1,2,1
JOB_483,Data Scientist,Startup,Startup,Noida,West Bengal,B.Sc,2023,"Power BI, SQL, Java",Java,0,0,0,Internship,8.73,15000,3,0,0,2,0
JOB_484,Cybersecurity Analyst,Wipro,MNC,Hyderabad,Tamil Nadu,B.Tech,2025,"Machine Learning, Java, Power BI",Python,0,0,1,Internship,8.14,10000,5,0,0,2,0
JOB_485,Business Analyst,Deloitte,Product-Based,Chennai,Uttar Pradesh,BCA,2024,"Python, Machine Learning, AWS",Linux,0,0,0,Full-Time,5.92,12000,4,1,0,3,1
JOB_486,Business Analyst,Deloitte,Service-Based,Noida,Uttar Pradesh,B.Sc,2024,"Java, Excel, Power BI",SQL,1,0,1,Internship,7.51,8000,4,0,0,1,1
JOB_487,Cybersecurity Analyst,Deloitte,Service-Based,Chennai,Maharashtra,B.Tech,2024,"Java, Excel, SQL",Linux,1,0,1,Internship,5.23,0,3,1,1,3,1
JOB_488,Data Scientist,TCS,Service-Based,Chennai,Tamil Nadu,B.Sc,2025,"SQL, AWS, Java",Linux,1,0,1,Internship,7.69,0,4,1,0,2,0
JOB_489,Web Developer,Wipro,Service-Based,Delhi,Karnataka,M.Tech,2025,"Machine Learning, Linux, Excel",SQL,0,1,1,Full-Time,7.75,8000,4,1,1,3,1
JOB_490,Web Developer,Cognizant,MNC,Noida,Delhi,B.Com,2025,"Power BI, Machine Learning, Java",SQL,1,0,0,Full-Time,7.45,10000,4,1,1,3,0
JOB_491,Business Analyst,Cognizant,Service-Based,Mumbai,West Bengal,MCA,2024,"Linux, Machine Learning, Python",Machine Learning,0,0,0,Full-Time,5.28,10000,3,0,1,2,0
JOB_492,Software Engineer,Wipro,Startup,Noida,Maharashtra,BCA,2024,"Machine Learning, AWS, Power BI",Python,0,0,1,Full-Time,6.1,8000,3,1,1,2,0
JOB_493,Cybersecurity Analyst,Wipro,Product-Based,Chennai,Tamil Nadu,MCA,2023,"Machine Learning, Linux, Java",SQL,0,0,1,Full-Time,6.39,8000,3,1,0,2,0
JOB_494,Software Engineer,Deloitte,Service-Based,Pune,West Bengal,B.Sc,2024,"AWS, Python, Excel",Python,1,0,0,Internship,3.94,15000,4,0,1,2,0
JOB_495,Data Analyst,Accenture,MNC,Bangalore,West Bengal,B.Tech,2025,"Power BI, Machine Learning, Java",Java,1,0,1,Full-Time,5.32,8000,3,0,1,1,1
JOB_496,Cloud Engineer,Wipro,Product-Based,Bangalore,Telangana,M.Tech,2024,"Excel, Python, AWS",Power BI,0,0,1,Internship,6.77,10000,2,0,0,2,0
JOB_497,Business Analyst,Cognizant,MNC,Kolkata,West Bengal,B.Tech,2023,"Machine Learning, Java, Linux",Java,0,1,1,Full-Time,5.92,8000,2,0,0,3,1
JOB_498,Data Scientist,Startup,Service-Based,Noida,Delhi,B.Sc,2024,"Excel, AWS, Python",Excel,0,1,1,Full-Time,6.47,8000,4,1,0,3,0
JOB_499,Business Analyst,Accenture,MNC,Mumbai,West Bengal,M.Tech,2023,"SQL, Java, Machine Learning",AWS,0,0,1,Internship,7.87,8000,3,0,0,3,1
JOB_500,Cybersecurity Analyst,Wipro,Service-Based,Delhi,Maharashtra,B.Tech,2023,"Linux, AWS, Java",Excel,0,0,0,Internship,9.93,8000,5,0,1,2,1
